User_ID,Movie_ID,Title,Release_Year,Genres
1323,1,Toy Story,1995,Adventure|Animation|Children|Comedy|Fantasy
1323,3,Grumpier Old Men,1995,Comedy|Romance
1323,5,Father of the Bride Part II,1995,Comedy
1323,10,GoldenEye,1995,Action|Adventure|Thriller
1323,11,"American President, The",1995,Comedy|Drama|Romance
1323,12,Dracula: Dead and Loving It,1995,Comedy|Horror
1323,15,Cutthroat Island,1995,Action|Adventure|Romance
1323,16,Casino,1995,Crime|Drama
1323,17,Sense and Sensibility,1995,Drama|Romance
1323,19,Ace Ventura: When Nature Calls,1995,Comedy
1323,21,Get Shorty,1995,Comedy|Crime|Thriller
1323,22,Copycat,1995,Crime|Drama|Horror|Mystery|Thriller
1323,23,Assassins,1995,Action|Crime|Thriller
1323,31,Dangerous Minds,1995,Drama
1323,34,Babe,1995,Children|Drama
1323,36,Dead Man Walking,1995,Crime|Drama
1323,39,Clueless,1995,Comedy|Romance
1323,42,Dead Presidents,1995,Action|Crime|Drama
1323,44,Mortal Kombat,1995,Action|Adventure|Fantasy
1323,47,Seven (a.k.a. Se7en),1995,Mystery|Thriller
1323,58,"Postman, The (Postino, Il)",1994,Comedy|Drama|Romance
1323,61,Eye for an Eye,1996,Drama|Thriller
1323,70,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller
1323,71,Fair Game,1995,Action
1323,95,Broken Arrow,1996,Action|Adventure|Thriller
1323,100,City Hall,1996,Drama|Thriller
1323,105,"Bridges of Madison County, The",1995,Drama|Romance
1323,110,Braveheart,1995,Action|Drama|War
1323,122,Boomerang,1992,Comedy|Romance
1323,141,"Birdcage, The",1996,Comedy
1323,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller
1323,147,"Basketball Diaries, The",1995,Drama
1323,150,Apollo 13,1995,Adventure|Drama|IMAX
1323,153,Batman Forever,1995,Action|Adventure|Comedy|Crime
1323,158,Casper,1995,Adventure|Children
1323,159,Clockers,1995,Crime|Drama|Mystery
1323,160,Congo,1995,Action|Adventure|Mystery|Sci-Fi
1323,161,Crimson Tide,1995,Drama|Thriller|War
1323,163,Desperado,1995,Action|Romance|Western
1323,165,Die Hard: With a Vengeance,1995,Action|Crime|Thriller
1323,168,First Knight,1995,Action|Drama|Romance
1323,169,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama
1323,212,Bushwhacked,1995,Adventure|Comedy|Crime|Mystery
1323,222,Circle of Friends,1995,Drama|Romance
1323,224,Don Juan DeMarco,1995,Comedy|Drama|Romance
1323,225,Disclosure,1994,Drama|Thriller
1323,227,Drop Zone,1994,Action|Thriller
1323,231,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy
1323,234,Exit to Eden,1994,Comedy
1323,236,French Kiss,1995,Action|Comedy|Romance
1323,237,Forget Paris,1995,Comedy|Romance
1323,246,Hoop Dreams,1994,Documentary
1323,247,Heavenly Creatures,1994,Crime|Drama
1323,260,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi
1323,290,Once Were Warriors,1994,Crime|Drama
1323,296,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller
1323,307,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama
1323,308,Three Colors: White (Trzy kolory: Bialy),1994,Comedy|Drama
1323,318,"Shawshank Redemption, The",1994,Crime|Drama
1323,344,Ace Ventura: Pet Detective,1994,Comedy
1323,347,Bitter Moon,1992,Drama|Film-Noir|Romance
1323,349,Clear and Present Danger,1994,Action|Crime|Drama|Thriller
1323,350,"Client, The",1994,Drama|Mystery|Thriller
1323,351,"Corrina, Corrina",1994,Comedy|Drama|Romance
1323,353,"Crow, The",1994,Action|Crime|Fantasy|Thriller
1323,355,"Flintstones, The",1994,Children|Comedy|Fantasy
1323,356,Forrest Gump,1994,Comedy|Drama|Romance|War
1323,357,Four Weddings and a Funeral,1994,Comedy|Romance
1323,384,Bad Company,1995,Action|Crime|Drama
1323,397,"Fear, The",1995,Horror
1323,404,Brother Minister: The Assassination of Malcolm X,1994,Documentary
1323,409,Above the Rim,1994,Crime|Drama
1323,410,Addams Family Values,1993,Children|Comedy|Fantasy
1323,412,"Age of Innocence, The",1993,Drama
1323,415,Another Stakeout,1993,Comedy|Thriller
1323,419,"Beverly Hillbillies, The",1993,Comedy
1323,420,Beverly Hills Cop III,1994,Action|Comedy|Crime|Thriller
1323,421,Black Beauty,1994,Adventure|Children|Drama
1323,423,Blown Away,1994,Action|Thriller
1323,424,Blue Chips,1994,Drama
1323,425,Blue Sky,1994,Drama|Romance
1323,427,Boxing Helena,1993,Drama|Mystery|Romance|Thriller
1323,428,"Bronx Tale, A",1993,Drama
1323,430,Calendar Girl,1993,Comedy|Drama
1323,431,Carlito's Way,1993,Crime|Drama
1323,432,City Slickers II: The Legend of Curly's Gold,1994,Adventure|Comedy|Western
1323,434,Cliffhanger,1993,Action|Adventure|Thriller
1323,436,Color of Night,1994,Drama|Thriller
1323,438,"Cowboy Way, The",1994,Action|Comedy|Drama
1323,439,Dangerous Game,1993,Drama
1323,440,Dave,1993,Comedy|Romance
1323,441,Dazed and Confused,1993,Comedy
1323,442,Demolition Man,1993,Action|Adventure|Sci-Fi
1323,448,Fearless,1993,Drama
1323,453,For Love or Money,1993,Comedy|Romance
1323,454,"Firm, The",1993,Drama|Thriller
1323,455,Free Willy,1993,Adventure|Children|Drama
1323,457,"Fugitive, The",1993,Thriller
1323,460,Getting Even with Dad,1994,Comedy
1323,464,Hard Target,1993,Action|Adventure|Crime|Thriller
1323,475,In the Name of the Father,1993,Drama
1323,494,Executive Decision,1996,Action|Adventure|Thriller
1323,508,Philadelphia,1993,Drama
1323,515,"Remains of the Day, The",1993,Drama|Romance
1323,527,Schindler's List,1993,Drama|War
1323,529,Searching for Bobby Fischer,1993,Drama
1323,534,Shadowlands,1993,Drama|Romance
1323,541,Blade Runner,1982,Action|Sci-Fi|Thriller
1323,545,Harem,1985,Drama
1323,572,Foreign Student,1994,Drama
1323,585,"Brady Bunch Movie, The",1995,Comedy
1323,587,Ghost,1990,Comedy|Drama|Fantasy|Romance|Thriller
1323,588,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical
1323,589,Terminator 2: Judgment Day,1991,Action|Sci-Fi
1323,590,Dances with Wolves,1990,Adventure|Drama|Western
1323,592,Batman,1989,Action|Crime|Thriller
1323,593,"Silence of the Lambs, The",1991,Crime|Horror|Thriller
1323,595,Beauty and the Beast,1991,Animation|Children|Fantasy|Musical|Romance|IMAX
1323,602,"Great Day in Harlem, A",1994,Documentary
1323,606,Candyman: Farewell to the Flesh,1995,Fantasy|Horror
1323,608,Fargo,1996,Comedy|Crime|Drama|Thriller
1323,619,Ed,1996,Comedy
1323,640,Diabolique,1996,Drama|Thriller
1323,647,Courage Under Fire,1996,Action|Crime|Drama|War
1323,653,Dragonheart,1996,Action|Adventure|Fantasy
1323,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),1996,Action
1323,697,Feeling Minnesota,1996,Drama|Romance
1323,703,Boys,1996,Drama
1323,711,Flipper,1996,Adventure|Children
1323,724,"Craft, The",1996,Drama|Fantasy|Horror|Thriller
1323,734,Getting Away With Murder,1996,Comedy
1323,748,"Arrival, The",1996,Action|Sci-Fi|Thriller
1323,778,Trainspotting,1996,Comedy|Crime|Drama
1323,782,"Fan, The",1996,Drama|Thriller
1323,783,"Hunchback of Notre Dame, The",1996,Animation|Children|Drama|Musical|Romance
1323,784,"Cable Guy, The",1996,Comedy|Thriller
1323,786,Eraser,1996,Action|Drama|Thriller
1323,798,Daylight,1996,Action|Adventure|Drama|Thriller
1323,799,"Frighteners, The",1996,Comedy|Horror|Thriller
1323,800,Lone Star,1996,Drama|Mystery|Western
1323,801,Harriet the Spy,1996,Children|Comedy
1323,809,Fled,1996,Action|Adventure
1323,830,"First Wives Club, The",1996,Comedy
1323,836,Chain Reaction,1996,Action|Adventure|Thriller
1323,838,Emma,1996,Comedy|Drama|Romance
1323,839,"Crow: City of Angels, The",1996,Action|Thriller
1323,849,Escape from L.A.,1996,Action|Adventure|Sci-Fi|Thriller
1323,858,"Godfather, The",1972,Crime|Drama
1323,886,Bulletproof,1996,Action|Comedy|Crime
1323,897,For Whom the Bell Tolls,1943,Adventure|Drama|Romance|War
1323,899,Singin' in the Rain,1952,Comedy|Musical|Romance
1323,902,Breakfast at Tiffany's,1961,Drama|Romance
1323,910,Some Like It Hot,1959,Comedy|Crime
1323,912,Casablanca,1942,Drama|Romance
1323,914,My Fair Lady,1964,Comedy|Drama|Musical|Romance
1323,916,Roman Holiday,1953,Comedy|Drama|Romance
1323,919,"Wizard of Oz, The",1939,Adventure|Children|Fantasy|Musical
1323,920,Gone with the Wind,1939,Drama|Romance|War
1323,923,Citizen Kane,1941,Drama|Mystery
1323,924,2001: A Space Odyssey,1968,Adventure|Drama|Sci-Fi
1323,933,To Catch a Thief,1955,Crime|Mystery|Romance|Thriller
1323,952,Around the World in 80 Days,1956,Adventure|Comedy
1323,953,It's a Wonderful Life,1946,Drama|Fantasy|Romance
1323,954,Mr. Smith Goes to Washington,1939,Drama
1323,971,Cat on a Hot Tin Roof,1958,Drama
1323,987,Bliss,1997,Drama|Romance
1323,999,2 Days in the Valley,1996,Crime|Film-Noir
1323,1003,Extreme Measures,1996,Drama|Thriller
1323,1004,"Glimmer Man, The",1996,Action|Thriller
1323,1006,"Chamber, The",1996,Drama
1323,1008,"Davy Crockett, King of the Wild Frontier",1955,Adventure|Western
1323,1019,"20,000 Leagues Under the Sea",1954,Adventure|Drama|Sci-Fi
1323,1020,Cool Runnings,1993,Comedy
1323,1035,"Sound of Music, The",1965,Musical|Romance
1323,1036,Die Hard,1988,Action|Crime|Thriller
1323,1046,Beautiful Thing,1996,Drama|Romance
1323,1049,"Ghost and the Darkness, The",1996,Action|Adventure
1323,1057,Everyone Says I Love You,1996,Comedy|Musical|Romance
1323,1060,Swingers,1996,Comedy|Drama
1323,1079,"Fish Called Wanda, A",1988,Comedy|Crime
1323,1082,"Candidate, The",1972,Drama
1323,1084,Bonnie and Clyde,1967,Crime|Drama
1323,1088,Dirty Dancing,1987,Drama|Musical|Romance
1323,1089,Reservoir Dogs,1992,Crime|Mystery|Thriller
1323,1090,Platoon,1986,Drama|War
1323,1092,Basic Instinct,1992,Crime|Mystery|Thriller
1323,1093,"Doors, The",1991,Drama
1323,1095,Glengarry Glen Ross,1992,Drama
1323,1096,Sophie's Choice,1982,Drama
1323,1097,E.T. the Extra-Terrestrial,1982,Children|Drama|Sci-Fi
1323,1100,Days of Thunder,1990,Action|Drama|Romance
1323,1105,Children of the Corn IV: The Gathering,1996,Horror
1323,1111,Microcosmos (Microcosmos: Le peuple de l'herbe),1996,Documentary
1323,1113,"Associate, The",1996,Comedy
1323,1127,"Abyss, The",1989,Action|Adventure|Sci-Fi|Thriller
1323,1129,Escape from New York,1981,Action|Adventure|Sci-Fi|Thriller
1323,1142,Get Over It,1996,Drama
1323,1167,Dear God,1996,Comedy
1323,1169,American Dream,1990,Documentary
1323,1170,Best of the Best 3: No Turning Back,1995,Action
1323,1183,"English Patient, The",1996,Drama|Romance|War
1323,1185,My Left Foot,1989,Drama
1323,1196,Star Wars: Episode V - The Empire Strikes Back,1980,Action|Adventure|Sci-Fi
1323,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1981,Action|Adventure
1323,1200,Aliens,1986,Action|Adventure|Horror|Sci-Fi
1323,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",1966,Action|Adventure|Western
1323,1206,"Clockwork Orange, A",1971,Crime|Drama|Sci-Fi|Thriller
1323,1208,Apocalypse Now,1979,Action|Drama|War
1323,1209,Once Upon a Time in the West (C'era una volta il West),1968,Action|Drama|Western
1323,1210,Star Wars: Episode VI - Return of the Jedi,1983,Action|Adventure|Sci-Fi
1323,1213,Goodfellas,1990,Crime|Drama
1323,1214,Alien,1979,Horror|Sci-Fi
1323,1219,Psycho,1960,Crime|Horror
1323,1220,"Blues Brothers, The",1980,Action|Comedy|Musical
1323,1221,"Godfather: Part II, The",1974,Crime|Drama
1323,1222,Full Metal Jacket,1987,Drama|War
1323,1223,"Grand Day Out with Wallace and Gromit, A",1989,Adventure|Animation|Children|Comedy|Sci-Fi
1323,1225,Amadeus,1984,Drama
1323,1230,Annie Hall,1977,Comedy|Romance
1323,1233,"Boot, Das (Boat, The)",1981,Action|Drama|War
1323,1240,"Terminator, The",1984,Action|Sci-Fi|Thriller
1323,1242,Glory,1989,Drama|War
1323,1245,Miller's Crossing,1990,Crime|Drama|Film-Noir|Thriller
1323,1246,Dead Poets Society,1989,Drama
1323,1247,"Graduate, The",1967,Comedy|Drama|Romance
1323,1249,"Femme Nikita, La (Nikita)",1990,Action|Crime|Romance|Thriller
1323,1250,"Bridge on the River Kwai, The",1957,Adventure|Drama|War
1323,1252,Chinatown,1974,Crime|Film-Noir|Mystery|Thriller
1323,1258,"Shining, The",1980,Horror
1323,1259,Stand by Me,1986,Adventure|Drama
1323,1262,"Great Escape, The",1963,Action|Adventure|Drama|War
1323,1263,"Deer Hunter, The",1978,Drama|War
1323,1265,Groundhog Day,1993,Comedy|Fantasy|Romance
1323,1266,Unforgiven,1992,Drama|Western
1323,1270,Back to the Future,1985,Adventure|Comedy|Sci-Fi
1323,1271,Fried Green Tomatoes,1991,Comedy|Crime|Drama
1323,1272,Patton,1970,Drama|War
1323,1276,Cool Hand Luke,1967,Drama
1323,1277,Cyrano de Bergerac,1990,Comedy|Drama|Romance
1323,1281,"Great Dictator, The",1940,Comedy|Drama|War
1323,1287,Ben-Hur,1959,Action|Adventure|Drama
1323,1291,Indiana Jones and the Last Crusade,1989,Action|Adventure
1323,1293,Gandhi,1982,Drama
1323,1296,"Room with a View, A",1986,Drama|Romance
1323,1302,Field of Dreams,1989,Children|Drama|Fantasy
1323,1303,"Man Who Would Be King, The",1975,Adventure|Drama
1323,1304,Butch Cassidy and the Sundance Kid,1969,Action|Western
1323,1307,When Harry Met Sally...,1989,Comedy|Romance
1323,1316,Anna,1996,Drama
1323,1321,"American Werewolf in London, An",1981,Comedy|Horror|Thriller
1323,1329,Blood for Dracula (Andy Warhol's Dracula),1974,Horror
1323,1333,"Birds, The",1963,Horror|Thriller
1323,1339,Dracula (Bram Stoker's Dracula),1992,Fantasy|Horror|Romance|Thriller
1323,1342,Candyman,1992,Horror|Thriller
1323,1343,Cape Fear,1991,Thriller
1323,1345,Carrie,1976,Drama|Fantasy|Horror|Thriller
1323,1357,Shine,1996,Drama|Romance
1323,1358,Sling Blade,1996,Drama
1323,1370,Die Hard 2,1990,Action|Adventure|Thriller
1323,1372,Star Trek VI: The Undiscovered Country,1991,Action|Mystery|Sci-Fi
1323,1375,Star Trek III: The Search for Spock,1984,Action|Adventure|Sci-Fi
1323,1377,Batman Returns,1992,Action|Crime
1323,1380,Grease,1978,Comedy|Musical|Romance
1323,1381,Grease 2,1982,Comedy|Musical|Romance
1323,1387,Jaws,1975,Action|Horror
1323,1394,Raising Arizona,1987,Comedy
1323,1401,Ghosts of Mississippi,1996,Drama
1323,1405,Beavis and Butt-Head Do America,1996,Adventure|Animation|Comedy|Crime
1323,1410,"Evening Star, The",1996,Comedy|Drama
1323,1411,Hamlet,1996,Crime|Drama|Romance
1323,1416,Evita,1996,Drama|Musical
1323,1425,Fierce Creatures,1997,Comedy
1323,1431,Beverly Hills Ninja,1997,Action|Comedy
1323,1438,Dante's Peak,1997,Action|Thriller
1323,1453,"Beautician and the Beast, The",1997,Comedy|Romance
1323,1457,Fools Rush In,1997,Comedy|Drama|Romance
1323,1459,Absolute Power,1997,Mystery|Thriller
1323,1466,Donnie Brasco,1997,Crime|Drama
1323,1468,Booty Call,1997,Comedy|Romance
1323,1488,"Devil's Own, The",1997,Action|Drama|Thriller
1323,1496,Anna Karenina,1997,Drama|Romance
1323,1497,Double Team,1997,Action
1323,1499,Anaconda,1997,Action|Adventure|Thriller
1323,1500,Grosse Pointe Blank,1997,Comedy|Crime|Romance
1323,1503,8 Heads in a Duffel Bag,1997,Comedy
1323,1517,Austin Powers: International Man of Mystery,1997,Action|Adventure|Comedy
1323,1518,Breakdown,1997,Action|Thriller
1323,1526,Fathers' Day,1997,Comedy
1323,1527,"Fifth Element, The",1997,Action|Adventure|Comedy|Sci-Fi
1323,1541,Addicted to Love,1997,Comedy|Romance
1323,1552,Con Air,1997,Action|Adventure|Thriller
1323,1562,Batman & Robin,1997,Action|Adventure|Fantasy|Thriller
1323,1573,Face/Off,1997,Action|Crime|Drama|Thriller
1323,1574,Fall,1997,Romance
1323,1584,Contact,1997,Drama|Sci-Fi
1323,1586,G.I. Jane,1997,Action|Drama
1323,1587,Conan the Barbarian,1982,Action|Adventure|Fantasy
1323,1588,George of the Jungle,1997,Children|Comedy
1323,1589,Cop Land,1997,Action|Crime|Drama|Thriller
1323,1590,Event Horizon,1997,Horror|Sci-Fi|Thriller
1323,1592,Air Bud,1997,Children|Comedy
1323,1595,Free Willy 3: The Rescue,1997,Adventure|Children|Drama
1323,1597,Conspiracy Theory,1997,Drama|Mystery|Romance|Thriller
1323,1598,Desperate Measures,1998,Crime|Drama|Thriller
1323,1608,Air Force One,1997,Action|Thriller
1323,1610,"Hunt for Red October, The",1990,Action|Adventure|Thriller
1323,1615,"Edge, The",1997,Adventure|Drama
1323,1617,L.A. Confidential,1997,Crime|Film-Noir|Mystery|Thriller
1323,1625,"Game, The",1997,Drama|Mystery|Thriller
1323,1626,Fire Down Below,1997,Action|Drama|Thriller
1323,1631,"Assignment, The",1997,Action|Thriller
1323,1639,Chasing Amy,1997,Comedy|Drama|Romance
1323,1641,"Full Monty, The",1997,Comedy|Drama
1323,1645,"Devil's Advocate, The",1997,Drama|Mystery|Thriller
1323,1653,Gattaca,1997,Drama|Sci-Fi|Thriller
1323,1662,Gang Related,1997,Crime
1323,1665,Bean,1997,Comedy
1323,1673,Boogie Nights,1997,Drama
1323,1674,Witness,1985,Drama|Romance|Thriller
1323,1679,Chairman of the Board,1998,Comedy
1323,1688,Anastasia,1997,Adventure|Animation|Children|Drama|Musical
1323,1690,Alien: Resurrection,1997,Action|Horror|Sci-Fi
1323,1693,Amistad,1997,Drama|Mystery
1323,1694,"Apostle, The",1997,Drama
1323,1701,Deconstructing Harry,1997,Comedy|Drama
1323,1703,For Richer or Poorer,1997,Comedy
1323,1704,Good Will Hunting,1997,Drama|Romance
1323,1719,"Sweet Hereafter, The",1997,Drama
1323,1732,"Big Lebowski, The",1998,Comedy|Crime
1323,1735,Great Expectations,1998,Drama|Romance
1323,1748,Dark City,1998,Adventure|Film-Noir|Sci-Fi|Thriller
1323,1749,"Leading Man, The",1996,Romance
1323,1752,Hard Rain,1998,Action|Crime|Thriller
1323,1754,Fallen,1998,Crime|Drama|Fantasy|Thriller
1323,1762,Deep Rising,1998,Action|Horror|Sci-Fi
1323,1772,Blues Brothers 2000,1998,Action|Comedy|Musical
1323,1784,As Good as It Gets,1997,Comedy|Drama|Romance
1323,1834,"Spanish Prisoner, The",1997,Crime|Drama|Mystery|Thriller
1323,1835,City of Angels,1998,Drama|Fantasy|Romance
1323,1841,"Gingerbread Man, The",1998,Drama|Thriller
1323,1869,Black Dog,1998,Action|Thriller
1323,1876,Deep Impact,1998,Drama|Sci-Fi|Thriller
1323,1882,Godzilla,1998,Action|Sci-Fi|Thriller
1323,1883,Bulworth,1998,Comedy|Drama|Romance
1323,1884,Fear and Loathing in Las Vegas,1998,Adventure|Comedy|Drama
1323,1887,Almost Heroes,1998,Adventure|Comedy|Western
1323,1895,Can't Hardly Wait,1998,Comedy|Drama|Romance
1323,1896,Cousin Bette,1998,Comedy
1323,1911,Dr. Dolittle,1998,Comedy
1323,1917,Armageddon,1998,Action|Romance|Sci-Fi|Thriller
1323,1944,From Here to Eternity,1953,Drama|Romance|War
1323,1947,West Side Story,1961,Drama|Musical|Romance
1323,1950,In the Heat of the Night,1967,Drama|Mystery
1323,1953,"French Connection, The",1971,Action|Crime|Thriller
1323,1957,Chariots of Fire,1981,Drama
